,HomeTeam,AwayTeam,HTGD,ATGD,HTP,ATP,HM1_D,HM1_L,HM1_W,HM2_D,HM2_L,HM2_W,HM3_D,HM3_L,HM3_W,AM1_D,AM1_L,AM1_W,AM2_D,AM2_L,AM2_W,AM3_D,AM3_L,AM3_W,DiffFormPts,DiffLP,FTR
3450,Stoke,Sunderland,-0.5,0.0,1.0,1.5,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.5,-4,H
3451,Tottenham,Birmingham,1.5,0.0,2.25,1.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1.25,-10,H
3452,Wolves,Hull,-0.5,-1.0,0.75,0.75,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.0,1,D
3453,Aston Villa,Fulham,0.5,-0.75,1.5,0.75,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.75,-1,H
3454,Everton,Wigan,-1.25,-1.0,0.75,0.75,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,-6,H
3455,Portsmouth,Man City,-1.25,1.0,0.0,2.25,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-2.25,4,A
3456,Blackburn,Wolves,-0.75,-0.5,0.25,0.75,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,-0.5,-3,H
3457,Liverpool,Burnley,0.25,0.0,0.75,1.5,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,-0.75,-16,H
3458,Man City,Arsenal,1.0,1.75,2.25,1.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.75,6,H
3459,Portsmouth,Bolton,-1.25,-0.75,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,1,A
3460,Stoke,Chelsea,-0.2,1.6,1.4,2.4,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-1.0,9,A
3461,Sunderland,Hull,-0.2,-0.8,1.2,0.8,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,-0.2,-1,H
3462,Tottenham,Man United,1.4,1.2,2.4,1.8,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.6,7,A
3463,Wigan,West Ham,-1.0,0.0,0.6,0.8,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,-0.2,2,H
3464,Birmingham,Aston Villa,-0.2,0.6,0.8,1.8,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-1.0,12,A
3465,Fulham,Everton,-0.4,-1.2,1.2,0.6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0,2,H
3466,Arsenal,Wigan,1.0,-1.0,1.2,0.6,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.6,-7,H
3467,Aston Villa,Portsmouth,0.6,-1.2,1.8,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1.8,-8,H
3468,Bolton,Stoke,-0.4,-0.2,0.6,1.4,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.2,1,D
3469,Burnley,Sunderland,-0.6,-0.2,1.2,1.2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.6,2,H
3470,Hull,Birmingham,-1.166666667,-0.333333333,0.666666667,0.666666667,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.5,-1,A
3471,West Ham,Liverpool,-0.166666667,1.0,0.666666667,1.5,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,-0.833333333,7,A
3472,Chelsea,Tottenham,1.5,0.833333333,2.5,2.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.5,-5,H
3473,Everton,Blackburn,-0.5,-0.666666667,1.0,0.666666667,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0.333333333,-10,H
3474,Man United,Man City,1.333333333,0.833333333,2.0,2.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.5,-9,H
3475,Wolves,Fulham,-0.666666667,-0.5,0.666666667,1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,-0.333333333,11,H
3476,Birmingham,Bolton,-0.333333333,-0.333333333,0.666666667,0.666666667,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.5,5,A
3477,Blackburn,Aston Villa,-0.666666667,0.833333333,0.666666667,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,-0.833333333,9,H
3478,Fulham,Arsenal,-0.5,1.5,1.0,1.5,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.0,3,A
3479,Liverpool,Hull,1.0,-1.166666667,1.5,0.666666667,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.333333333,-15,H
3480,Portsmouth,Everton,-1.285714286,-0.28571428600000004,0.0,1.285714286,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.857142857,9,A
3481,Stoke,Man United,-0.28571428600000004,1.285714286,1.142857143,2.142857143,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.7142857140000001,11,A
3482,Tottenham,Burnley,0.28571428600000004,-0.7142857140000001,1.714285714,1.285714286,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.0,-10,H
3483,Wigan,Chelsea,-1.142857143,1.714285714,0.857142857,2.5714285709999998,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-0.857142857,8,H
3484,Sunderland,Wolves,0.0,-0.428571429,1.285714286,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,-0.14285714300000002,-2,H
3485,Man City,West Ham,1.0,-0.428571429,2.142857143,0.571428571,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.857142857,1,H
3486,Bolton,Tottenham,-0.14285714300000002,0.28571428600000004,1.0,1.714285714,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.571428571,5,D
3487,Burnley,Birmingham,-0.7142857140000001,-0.14285714300000002,1.285714286,1.0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0.0,0,H
3488,Hull,Wigan,-1.142857143,-1.142857143,0.571428571,0.857142857,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,-0.28571428600000004,6,H
3489,Man United,Sunderland,1.285714286,0.0,2.142857143,1.285714286,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.857142857,-15,D
3490,Wolves,Portsmouth,-0.75,-1.25,0.875,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.375,4,A
3491,Arsenal,Blackburn,1.75,-0.875,1.875,0.875,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.75,-11,H
3492,Chelsea,Liverpool,1.25,1.5,2.25,1.875,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0.375,1,H
3493,Everton,Stoke,-0.25,-0.5,1.25,1.0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.75,-7,D
3494,West Ham,Fulham,-0.375,-0.5,0.625,0.875,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0.0,2,D
3495,Aston Villa,Man City,0.5,0.875,1.625,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0.0,-4,D
3496,Arsenal,Birmingham,1.75,-0.25,1.875,0.875,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.75,-14,H
3497,Aston Villa,Chelsea,0.5,1.25,1.625,2.25,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.25,3,H
3498,Everton,Wolves,-0.25,-0.75,1.25,0.875,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.5,-13,D
3499,Man United,Bolton,1.375,-0.125,2.25,1.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.5,-12,H
3500,Portsmouth,Tottenham,-1.0,0.7777777779999999,0.333333333,1.7777777780000001,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,-0.111111111,6,A
3501,Stoke,West Ham,-0.444444444,-0.444444444,1.0,0.5555555560000001,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.111111111,3,H
3502,Sunderland,Liverpool,0.333333333,1.111111111,1.4444444440000002,1.6666666669999999,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,-0.222222222,14,H
3503,Blackburn,Burnley,-0.666666667,-1.0,1.111111111,1.333333333,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,-3,H
3504,Wigan,Man City,-0.7777777779999999,0.7777777779999999,1.0,1.888888889,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,-0.222222222,1,D
3505,Fulham,Hull,-0.222222222,-1.333333333,1.111111111,0.7777777779999999,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.111111111,-10,H
3506,Birmingham,Sunderland,-0.333333333,0.333333333,0.7777777779999999,1.4444444440000002,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,-0.111111111,2,H
3507,Burnley,Wigan,-1.0,-0.7777777779999999,1.333333333,1.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.333333333,7,A
3508,Chelsea,Blackburn,1.333333333,-0.666666667,2.333333333,1.111111111,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,-12,H
3509,Hull,Portsmouth,-1.333333333,-1.0,0.7777777779999999,0.333333333,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0.0,3,D
3510,Tottenham,Stoke,0.8,-0.3,1.9,1.2,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.3,-4,A
3511,Wolves,Aston Villa,-0.7,0.5,0.8,1.7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,-0.4,12,D
3512,Bolton,Everton,-0.1,-0.3,1.1,1.1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.2,8,H
3513,Liverpool,Man United,0.9,1.2,1.5,2.2,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,-0.4,1,H
3514,Man City,Fulham,0.7,-0.2,1.8,1.1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.2,3,D
3515,West Ham,Arsenal,-0.4,1.6,0.6,1.9,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.5,5,D
3516,Arsenal,Tottenham,1.6,0.8,1.9,1.9,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.0,-4,H
3517,Bolton,Chelsea,-0.1,1.1,1.1,2.1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.1,10,A
3518,Burnley,Hull,-1.0,-1.4,1.2,0.7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0.0,1,H
3519,Everton,Aston Villa,-0.3,0.5,1.1,1.7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.3,-1,D
3520,Fulham,Liverpool,0.0,1.0,1.2727272729999999,1.636363636,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.363636364,5,H
3521,Man United,Blackburn,0.9090909090000001,-1.181818182,2.0,0.9090909090000001,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0.090909091,-14,H
3522,Portsmouth,Wigan,-0.9090909090000001,-0.454545455,0.363636364,1.181818182,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,3,H
3523,Stoke,Wolves,-0.181818182,-0.636363636,1.363636364,0.818181818,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0.454545455,-6,D
3524,Sunderland,West Ham,0.272727273,-0.363636364,1.454545455,0.636363636,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0.181818182,7,D
3525,Birmingham,Man City,-0.363636364,0.636363636,0.9090909090000001,1.727272727,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0.0,8,D
3526,West Ham,Aston Villa,-0.363636364,0.454545455,0.636363636,1.636363636,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,-0.272727273,3,H
3527,Aston Villa,Bolton,0.454545455,-0.454545455,1.636363636,1.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.181818182,-7,H
3528,Blackburn,Portsmouth,-1.181818182,-0.9090909090000001,0.9090909090000001,0.363636364,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.090909091,1,H
3529,Man City,Burnley,0.636363636,-1.0909090909999999,1.727272727,1.0909090909999999,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0,-8,D
3530,Tottenham,Sunderland,0.333333333,0.25,1.5833333330000001,1.4166666669999999,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.083333333,-8,H
3531,Wolves,Arsenal,-0.583333333,1.8333333330000001,0.833333333,2.083333333,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,-0.333333333,14,A
3532,Chelsea,Man United,1.6666666669999999,1.0,2.25,2.083333333,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.0,2,H
3533,Hull,Stoke,-1.333333333,-0.166666667,0.666666667,1.333333333,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.5,5,H
3534,West Ham,Everton,-0.25,-0.166666667,0.833333333,1.25,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0.083333333,4,A
3535,Wigan,Fulham,-0.75,0.0,1.083333333,1.25,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,-0.083333333,4,D
3536,Liverpool,Birmingham,0.75,-0.333333333,1.5,0.916666667,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,-0.083333333,-16,D
3537,Birmingham,Fulham,-0.333333333,0.0,0.916666667,1.25,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,-0.083333333,11,H
3538,Burnley,Aston Villa,-0.833333333,0.333333333,1.25,1.5,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.083333333,12,D
3539,Chelsea,Wolves,1.6666666669999999,-0.583333333,2.25,0.833333333,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0.25,-15,H
3540,Hull,West Ham,-1.153846154,-0.307692308,0.846153846,0.7692307690000001,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0.0,8,D
3541,Liverpool,Man City,0.692307692,0.538461538,1.4615384619999998,1.615384615,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0.076923077,-8,D
3542,Man United,Everton,0.846153846,-0.384615385,1.9230769230000002,1.153846154,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,-0.076923077,-4,H
3543,Sunderland,Arsenal,0.076923077,1.615384615,1.307692308,1.9230769230000002,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.384615385,12,H
3544,Bolton,Blackburn,-0.846153846,-0.692307692,0.846153846,1.230769231,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.46153846200000004,-2,A
3545,Stoke,Portsmouth,-0.23076923100000002,-0.615384615,1.230769231,0.538461538,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.0,-2,H
3546,Tottenham,Wigan,0.46153846200000004,-0.692307692,1.692307692,1.076923077,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,-0.076923077,-3,H
3547,Fulham,Blackburn,-0.076923077,-0.692307692,1.153846154,1.230769231,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,-0.153846154,-8,H
3548,Hull,Everton,-1.153846154,-0.384615385,0.846153846,1.153846154,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0.0,12,H
3549,Aston Villa,Tottenham,0.615384615,0.46153846200000004,1.615384615,1.692307692,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0.076923077,-2,D
3550,Blackburn,Stoke,-0.857142857,-0.14285714300000002,1.142857143,1.357142857,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.14285714300000002,3,D
3551,Fulham,Bolton,0.14285714300000002,-0.7857142859999999,1.285714286,0.857142857,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.214285714,-6,D
3552,Man City,Hull,0.5,-1.071428571,1.571428571,0.857142857,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.071428571,-7,D
3553,Portsmouth,Man United,-0.642857143,1.0,0.5,2.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.214285714,13,A
3554,West Ham,Burnley,-0.28571428600000004,-0.7142857140000001,0.7857142859999999,1.214285714,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,-0.071428571,-9,H
3555,Wigan,Sunderland,-1.214285714,0.14285714300000002,1.0,1.428571429,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.214285714,-5,H
3556,Arsenal,Chelsea,1.285714286,1.785714286,1.785714286,2.357142857,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.428571429,1,A
3557,Everton,Liverpool,-0.428571429,0.642857143,1.071428571,1.428571429,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0.071428571,3,A
3558,Wolves,Birmingham,-1.0,-0.214285714,0.7142857140000001,1.071428571,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,-0.28571428600000004,0,A
3559,Arsenal,Stoke,1.285714286,-0.14285714300000002,1.785714286,1.357142857,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,-0.071428571,-8,H
3560,Aston Villa,Hull,0.533333333,-0.933333333,1.533333333,1.0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,-0.133333333,-11,H
3561,Blackburn,Liverpool,-0.8,0.7333333329999999,1.133333333,1.533333333,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-0.066666667,13,D
3562,Man City,Chelsea,0.533333333,1.8666666669999998,1.6666666669999999,2.4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.26666666699999997,7,H
3563,Portsmouth,Burnley,-0.8,-0.8,0.46666666700000003,1.133333333,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,-0.133333333,-4,H
3564,West Ham,Man United,-0.133333333,1.133333333,0.933333333,2.066666667,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.133333333,8,A
3565,Wigan,Birmingham,-1.066666667,-0.133333333,1.133333333,1.2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,-0.2,-7,A
3566,Wolves,Bolton,-1.0,-0.8,0.666666667,0.8,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,-0.066666667,5,H
3567,Everton,Tottenham,-0.533333333,0.933333333,1.0,1.733333333,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.46666666700000003,-3,D
3568,Fulham,Sunderland,0.133333333,0.066666667,1.266666667,1.333333333,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0.066666667,-9,H
3569,Birmingham,West Ham,-0.133333333,-0.133333333,1.2,0.933333333,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0.2,9,H
3570,Bolton,Man City,-0.75,0.5,0.8125,1.625,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.1875,3,D
3571,Burnley,Fulham,-0.875,0.1875,1.0625,1.375,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,-0.375,11,D
3572,Chelsea,Everton,1.6875,-0.5,2.25,1.0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.3125,-2,D
3573,Hull,Blackburn,-0.875,-0.75,1.0,1.125,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0.1875,2,D
3574,Man United,Aston Villa,1.3125,0.6875,2.125,1.625,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0.25,-5,A
3575,Stoke,Wigan,-0.25,-1.0625,1.25,1.0625,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.0625,1,D
3576,Sunderland,Portsmouth,0.0,-0.625,1.25,0.625,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.0,2,D
3577,Tottenham,Wolves,0.875,-0.875,1.6875,0.8125,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.125,-10,A
3578,Liverpool,Arsenal,0.6875,1.3125,1.5,1.9375,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,-0.0625,-2,A
3579,Birmingham,Blackburn,-0.0625,-0.75,1.3125,1.125,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.4375,3,H
3580,Bolton,West Ham,-0.588235294,-0.41176470600000004,0.9411764709999999,0.8235294120000001,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.058823529000000006,4,H
3581,Man United,Wolves,1.176470588,-0.764705882,2.0,0.9411764709999999,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.0,-17,H
3582,Sunderland,Aston Villa,0.0,0.705882353,1.2352941179999999,1.705882353,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-0.352941176,10,A
3583,Burnley,Arsenal,-0.8235294120000001,1.2352941179999999,1.058823529,1.882352941,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.352941176,14,D
3584,Chelsea,Portsmouth,1.588235294,-0.588235294,2.176470588,0.647058824,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0.0,-11,H
3585,Liverpool,Wigan,0.588235294,-1.0,1.411764706,1.058823529,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0.0,-9,H
3586,Tottenham,Man City,0.764705882,0.294117647,1.588235294,1.529411765,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.117647059,-2,H
3587,Arsenal,Hull,1.2352941179999999,-1.0,1.882352941,0.9411764709999999,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0.176470588,-13,H
3588,Aston Villa,Stoke,0.705882353,-0.235294118,1.705882353,1.2352941179999999,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0.294117647,-6,H
3589,Blackburn,Tottenham,-0.705882353,0.764705882,1.117647059,1.588235294,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.058823529000000006,7,A
3590,Fulham,Man United,0.333333333,1.277777778,1.4444444440000002,2.055555556,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.055555556,6,H
3591,Man City,Sunderland,0.333333333,-0.111111111,1.611111111,1.166666667,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.166666667,-6,H
3592,Portsmouth,Liverpool,-0.611111111,0.611111111,0.611111111,1.5,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.0,12,H
3593,Everton,Birmingham,-0.444444444,0.055555556,1.0,1.5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.333333333,-13,D
3594,West Ham,Chelsea,-0.5,1.5555555559999998,0.7777777779999999,2.222222222,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.222222222,6,D
3595,Wolves,Burnley,-0.8888888890000001,-0.7777777779999999,0.8888888890000001,1.0555555559999998,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.222222222,0,H
3596,Birmingham,Chelsea,0.055555556,1.5555555559999998,1.5,2.222222222,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0.27777777800000003,15,D
3597,Burnley,Bolton,-0.7777777779999999,-0.5555555560000001,1.0555555559999998,0.944444444,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,-0.166666667,5,D
3598,Fulham,Tottenham,0.333333333,0.8888888890000001,1.4444444440000002,1.6666666669999999,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.166666667,-1,D
3599,Liverpool,Wolves,0.611111111,-0.8888888890000001,1.5,0.8888888890000001,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,-0.111111111,-16,H
3600,Man City,Stoke,0.42105263200000004,-0.36842105299999994,1.684210526,1.105263158,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.263157895,-2,H
3601,Sunderland,Everton,-0.15789473699999998,-0.42105263200000004,1.105263158,1.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.10526315800000001,11,D
3602,West Ham,Portsmouth,-0.473684211,-0.473684211,0.7894736840000001,0.736842105,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.15789473699999998,-5,H
3603,Wigan,Blackburn,-0.947368421,-0.7894736840000001,1.0,1.0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.052631579000000005,-4,D
3604,Arsenal,Aston Villa,1.4210526319999999,0.7894736840000001,2.0,1.842105263,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,-0.10526315800000001,-2,H
3605,Hull,Man United,-1.052631579,1.052631579,0.894736842,1.947368421,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,-0.10526315800000001,16,A
3606,Blackburn,Sunderland,-0.7894736840000001,-0.15789473699999998,1.0,1.105263158,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0,-1,D
3607,Chelsea,Fulham,1.473684211,0.31578947399999996,2.157894737,1.4210526319999999,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0.0,-4,H
3608,Everton,Burnley,-0.42105263200000004,-0.842105263,1.0,1.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.052631579000000005,-13,H
3609,Stoke,Birmingham,-0.36842105299999994,0.052631579000000005,1.105263158,1.473684211,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.31578947399999996,-6,A
3610,Tottenham,West Ham,0.9,-0.35,1.7,0.9,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0.15,-1,H
3611,Wolves,Man City,-0.8,0.55,0.95,1.75,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-0.3,8,A
3612,Aston Villa,Liverpool,0.6,0.55,1.75,1.5,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.0,4,A
3613,Bolton,Hull,-0.6,-1.1,0.9,0.85,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.05,-4,D
3614,Man United,Wigan,1.1,-1.15,2.0,0.95,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0.25,-10,H
3615,Portsmouth,Arsenal,-0.55,1.5,0.7,2.05,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,-0.3,10,A
