,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AHTGS,AATGS,AHTGC,AATGC,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,MW,DiffLP,HTGD,ATGD,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,DiffFormPts
3385,Wigan,Bolton,0,0,D,31,40,38,51,1.2,1.085714286,D,L,L,D,L,L,14,16,35,-2,-0.2,-0.314285714,DLL,DLL,1,1,0
3386,Liverpool,Newcastle,3,0,H,66,37,26,53,2.114285714,0.885714286,W,D,W,D,L,D,4,12,35,-8,1.142857143,-0.457142857,WDW,DLD,7,2,0.142857143
3387,Sunderland,Everton,0,2,A,31,48,46,36,1,1.514285714,L,W,L,L,D,D,15,5,35,10,-0.428571429,0.342857143,LWL,LDD,3,2,0.028571429
3388,Aston Villa,Hull,1,0,H,50,37,44,59,1.571428571,0.971428571,D,D,D,L,L,L,6,18,35,-12,0.171428571,-0.628571429,DDD,LLL,3,0,0.085714286
3389,Blackburn,Portsmouth,2,0,H,37,35,55,50,1.057142857,1.085714286,W,L,L,D,L,W,7,8,35,-1,-0.514285714,-0.428571429,WLL,DLW,3,4,-0.028571429
3390,Bolton,Sunderland,0,0,D,40,31,51,48,1.083333333,0.972222222,D,D,L,L,L,W,16,15,36,1,-0.305555556,-0.472222222,DDL,LLW,2,3,-0.027777778
3391,Everton,Tottenham,0,0,D,50,42,36,41,1.555555556,1.305555556,W,L,D,W,L,W,5,11,36,-6,0.388888889,0.027777778,WLD,WLW,4,6,-0.055555556
3392,Fulham,Aston Villa,3,1,H,35,51,31,44,1.305555556,1.611111111,L,W,D,W,D,D,17,6,36,11,0.111111111,0.194444444,LWD,WDD,4,5,-0.027777778
3393,Hull,Stoke,1,2,A,37,33,60,50,0.944444444,1.083333333,L,L,L,L,L,W,18,18,36,0,-0.638888889,-0.472222222,LLL,LLW,0,3,-0.083333333
3394,West Brom,Wigan,3,1,H,33,32,64,41,0.777777778,1.166666667,L,W,L,L,D,L,18,14,36,4,-0.861111111,-0.25,LWL,LDL,3,1,0.055555556
3395,West Ham,Liverpool,0,3,A,39,69,38,26,1.333333333,2.138888889,W,L,D,W,W,D,10,4,36,6,0.027777778,1.194444444,WLD,WWD,4,7,-0.083333333
3396,Arsenal,Chelsea,1,4,A,63,59,32,21,1.888888889,2.055555556,W,W,D,W,W,D,3,2,36,1,0.861111111,1.055555556,WWD,WWD,7,7,0
3397,Man United,Man City,2,0,H,65,56,23,46,2.305555556,1.305555556,W,W,W,W,W,W,1,9,36,-8,1.166666667,0.277777778,WWW,WWW,9,9,0
3398,Newcastle,Middlesbrough,3,1,H,37,25,56,51,0.861111111,0.861111111,L,D,L,L,L,D,12,13,36,-1,-0.527777778,-0.722222222,LDL,LLD,1,1,0
3399,Wigan,Man United,1,2,A,32,65,41,23,1.166666667,2.305555556,L,D,L,W,W,W,14,1,36,13,-0.25,1.166666667,LDL,WWW,1,9,-0.222222222
3400,Bolton,Hull,1,1,D,40,38,51,62,1.081081081,0.918918919,D,D,D,L,L,L,16,18,37,-2,-0.297297297,-0.648648649,DDD,LLL,3,0,0.081081081
3401,Everton,West Ham,3,1,H,50,39,36,41,1.540540541,1.297297297,D,W,L,L,W,L,5,10,37,-5,0.378378378,-0.054054054,DWL,LWL,4,3,0.027027027
3402,Man United,Arsenal,0,0,D,67,64,24,36,2.324324324,1.837837838,W,W,W,L,W,W,1,3,37,-2,1.162162162,0.756756757,WWW,LWW,9,6,0.081081081
3403,Middlesbrough,Aston Villa,1,1,D,26,52,54,47,0.837837838,1.567567568,L,L,L,L,W,D,13,6,37,7,-0.756756757,0.135135135,LLL,LWD,0,4,-0.108108108
3404,Newcastle,Fulham,0,1,A,40,38,57,32,0.918918919,1.351351351,W,L,D,W,L,W,12,17,37,-5,-0.459459459,0.162162162,WLD,WLW,4,6,-0.054054054
3405,Stoke,Wigan,2,0,H,35,33,51,43,1.135135135,1.135135135,W,L,L,L,L,D,18,14,37,4,-0.432432432,-0.27027027,WLL,LLD,3,1,0.054054054
3406,Tottenham,Man City,2,1,H,42,56,41,48,1.297297297,1.27027027,D,W,L,L,W,W,11,9,37,2,0.027027027,0.216216216,DWL,LWW,4,6,-0.054054054
3407,Chelsea,Blackburn,2,0,H,63,40,22,58,2.081081081,1.081081081,W,W,W,W,L,W,2,7,37,-5,1.108108108,-0.486486486,WWW,WLW,9,6,0.081081081
3408,West Brom,Liverpool,0,2,A,36,72,65,26,0.837837838,2.162162162,W,L,W,W,W,W,18,4,37,14,-0.783783784,1.243243243,WLW,WWW,6,9,-0.081081081
3409,Portsmouth,Sunderland,3,1,H,35,31,55,48,1.027027027,0.972972973,L,L,D,D,L,L,8,15,37,-7,-0.540540541,-0.459459459,LLD,DLL,1,1,0
3410,Arsenal,Stoke,4,1,H,64,37,36,51,1.815789474,1.184210526,D,L,W,W,W,L,3,18,38,-15,0.736842105,-0.368421053,DLW,WWL,4,6,-0.052631579
3411,Aston Villa,Newcastle,1,0,H,53,40,48,58,1.552631579,0.894736842,D,L,W,L,W,L,6,12,38,-6,0.131578947,-0.473684211,DLW,LWL,4,3,0.026315789
3412,Blackburn,West Brom,0,0,D,40,36,60,67,1.052631579,0.815789474,L,W,L,L,W,L,7,18,38,-11,-0.526315789,-0.815789474,LWL,LWL,3,3,0
3413,Fulham,Everton,0,2,A,39,53,32,37,1.394736842,1.578947368,W,W,L,W,D,W,17,5,38,12,0.184210526,0.421052632,WWL,WDW,6,7,-0.026315789
3414,Hull,Man United,0,1,A,39,67,63,24,0.921052632,2.289473684,D,L,L,D,W,W,18,1,38,17,-0.631578947,1.131578947,DLL,DWW,1,7,-0.157894737
3415,Liverpool,Tottenham,3,1,H,74,44,26,42,2.184210526,1.342105263,W,W,W,W,D,W,4,11,38,-7,1.263157895,0.052631579,WWW,WDW,9,7,0.052631579
3416,Man City,Bolton,1,0,H,57,41,50,52,1.236842105,1.078947368,L,L,W,D,D,D,9,16,38,-7,0.184210526,-0.289473684,LLW,DDD,3,3,0
3417,Sunderland,Chelsea,2,3,A,32,65,51,22,0.947368421,2.105263158,L,D,L,W,W,W,15,2,38,13,-0.5,1.131578947,LDL,WWW,1,9,-0.210526316
3418,West Ham,Middlesbrough,2,1,H,40,27,44,55,1.263157895,0.842105263,L,L,W,D,L,L,10,13,38,-3,-0.105263158,-0.736842105,LLW,DLL,3,1,0.052631579
3419,Wigan,Portsmouth,1,0,H,33,38,45,56,1.105263158,1.078947368,L,L,L,W,L,L,14,8,38,6,-0.315789474,-0.473684211,LLL,WLL,0,3,-0.078947368
3420,Aston Villa,Wigan,0,2,A,0,0,0,0,0,0,M,M,M,M,M,M,6,11,1,-5,0,0,MMM,MMM,0,0,0
3421,Blackburn,Man City,0,2,A,0,0,0,0,0,0,M,M,M,M,M,M,15,10,1,5,0,0,MMM,MMM,0,0,0
3422,Bolton,Sunderland,0,1,A,0,0,0,0,0,0,M,M,M,M,M,M,13,16,1,-3,0,0,MMM,MMM,0,0,0
3423,Chelsea,Hull,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,3,17,1,-14,0,0,MMM,MMM,0,0,0
3424,Everton,Arsenal,1,6,A,0,0,0,0,0,0,M,M,M,M,M,M,5,4,1,1,0,0,MMM,MMM,0,0,0
3425,Portsmouth,Fulham,0,1,A,0,0,0,0,0,0,M,M,M,M,M,M,14,7,1,7,0,0,MMM,MMM,0,0,0
3426,Stoke,Burnley,2,0,H,0,0,0,0,0,0,M,M,M,M,M,M,12,18,1,-6,0,0,MMM,MMM,0,0,0
3427,Wolves,West Ham,0,2,A,0,0,0,0,0,0,M,M,M,M,M,M,18,9,1,9,0,0,MMM,MMM,0,0,0
3428,Man United,Birmingham,1,0,H,0,0,0,0,0,0,M,M,M,M,M,M,1,18,1,-17,0,0,MMM,MMM,0,0,0
3429,Tottenham,Liverpool,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,8,2,1,6,0,0,MMM,MMM,0,0,0
3430,Sunderland,Chelsea,1,3,A,1,2,0,1,1.5,1.5,W,M,M,W,M,M,16,3,2,13,0.5,0.5,WMM,WMM,3,3,0
3431,Wigan,Wolves,0,1,A,2,0,0,2,1.5,0,W,M,M,L,M,M,11,18,2,-7,1,-1,WMM,LMM,3,0,1.5
3432,Birmingham,Portsmouth,1,0,H,0,0,1,1,0,0,L,M,M,L,M,M,18,14,2,4,-0.5,-0.5,LMM,LMM,0,0,0
3433,Burnley,Man United,1,0,H,0,1,2,0,0,1.5,L,M,M,W,M,M,18,1,2,17,-1,0.5,LMM,WMM,0,3,-1.5
3434,Hull,Tottenham,1,5,A,1,2,2,1,0,1.5,L,M,M,W,M,M,17,8,2,9,-0.5,0.5,LMM,WMM,0,3,-1.5
3435,Liverpool,Stoke,4,0,H,1,2,2,0,0,1.5,L,M,M,W,M,M,2,12,2,-10,-0.5,1,LMM,WMM,0,3,-1.5
3436,Arsenal,Portsmouth,4,1,H,6,0,1,1,1.5,0,W,M,M,L,M,M,4,14,2,-10,2.5,-0.5,WMM,LMM,3,0,1.5
3437,Birmingham,Stoke,0,0,D,0,2,1,0,0,1.5,L,M,M,W,M,M,18,12,2,6,-0.5,1,LMM,WMM,0,3,-1.5
3438,Hull,Bolton,1,0,H,1,0,2,1,0,0,L,M,M,L,M,M,17,13,2,4,-0.5,-0.5,LMM,LMM,0,0,0
3439,Man City,Wolves,1,0,H,2,0,0,2,1.5,0,W,M,M,L,M,M,10,18,2,-8,1,-1,WMM,LMM,3,0,1.5
3440,Sunderland,Blackburn,2,1,H,2,1,3,4,1,0,L,W,M,L,L,M,16,15,3,1,-0.333333333,-1,LWM,LLM,3,0,1
3441,Wigan,Man United,0,5,A,2,1,1,1,1,1,L,W,M,L,W,M,11,1,3,10,0.333333333,0,LWM,LWM,3,3,0
3442,Burnley,Everton,1,0,H,1,1,2,7,1,0,W,L,M,L,L,M,18,5,3,13,-0.333333333,-2,WLM,LLM,3,0,1
3443,Fulham,Chelsea,0,2,A,1,5,2,2,1,2,L,W,M,W,W,M,7,3,3,4,-0.333333333,1,LWM,WWM,3,6,-1
3444,West Ham,Tottenham,1,2,A,3,7,2,2,1,2,L,W,M,W,W,M,9,8,3,1,0.333333333,1.666666667,LWM,WWM,3,6,-1
3445,Liverpool,Aston Villa,1,3,A,5,3,2,3,1,1,W,L,M,W,L,M,2,6,3,-4,1,0,WLM,WLM,3,3,0
3446,Blackburn,West Ham,0,0,D,1,3,4,2,0,1,L,L,M,L,W,M,15,9,3,6,-1,0.333333333,LLM,LWM,0,3,-1
3447,Bolton,Liverpool,2,3,A,0,5,2,2,0,1,L,L,M,W,L,M,13,2,3,11,-0.666666667,1,LLM,WLM,0,3,-1
3448,Chelsea,Burnley,3,0,H,5,1,2,2,2,1,W,W,M,W,L,M,3,18,3,-15,1,-0.333333333,WWM,WLM,6,3,1
3449,Man United,Arsenal,2,1,H,1,10,1,2,1,2,L,W,M,W,W,M,1,4,3,-3,0,2.666666667,LWM,WWM,3,6,-1
3450,Stoke,Sunderland,1,0,H,2,4,4,4,1,1.5,D,L,W,W,L,W,12,16,4,-4,-0.5,0,DLW,WLW,4,6,-0.5
3451,Tottenham,Birmingham,2,1,H,9,1,3,1,2.25,1,W,W,W,D,W,L,8,18,4,-10,1.5,0,WWW,DWL,9,4,1.25
3452,Wolves,Hull,1,1,D,1,3,3,7,0.75,0.75,L,W,L,W,L,L,18,17,4,1,-0.5,-1,LWL,WLL,3,3,0
3453,Aston Villa,Fulham,2,0,H,5,1,3,4,1.5,0.75,W,W,L,L,L,W,6,7,4,-1,0.5,-0.75,WWL,LLW,6,3,0.75
3454,Everton,Wigan,2,1,H,3,2,8,6,0.75,0.75,W,L,L,L,L,W,5,11,4,-6,-1.25,-1,WLL,LLW,3,3,0
3455,Portsmouth,Man City,0,1,A,1,4,6,0,0,2.25,L,L,L,W,W,W,14,10,4,4,-1.25,1,LLL,WWW,0,9,-2.25
3456,Blackburn,Wolves,3,1,H,1,1,4,3,0.25,0.75,D,L,L,L,W,L,15,18,4,-3,-0.75,-0.5,DLL,LWL,1,3,-0.5
3457,Liverpool,Burnley,4,0,H,6,2,5,2,0.75,1.5,L,W,L,W,W,L,2,18,4,-16,0.25,0,LWL,WWL,3,6,-0.75
3458,Man City,Arsenal,4,2,H,4,11,0,4,2.25,1.5,W,W,W,L,W,W,10,4,4,6,1,1.75,WWW,LWW,9,6,0.75
3459,Portsmouth,Bolton,2,3,A,1,2,6,5,0,0,L,L,L,L,L,L,14,13,4,1,-1.25,-0.75,LLL,LLL,0,0,0
3460,Stoke,Chelsea,1,2,A,3,10,4,2,1.4,2.4,W,D,L,W,W,W,12,3,5,9,-0.2,1.6,WDL,WWW,4,9,-1
3461,Sunderland,Hull,4,1,H,4,4,5,8,1.2,0.8,L,W,L,D,W,L,16,17,5,-1,-0.2,-0.8,LWL,DWL,3,4,-0.2
3462,Tottenham,Man United,1,3,A,11,8,4,2,2.4,1.8,W,W,W,W,W,L,8,1,5,7,1.4,1.2,WWW,WWL,9,6,0.6
3463,Wigan,West Ham,1,0,H,3,3,8,3,0.6,0.8,L,L,L,L,D,L,11,9,5,2,-1,0,LLL,LDL,0,1,-0.2
3464,Birmingham,Aston Villa,0,1,A,2,6,3,3,0.8,1.8,L,D,W,W,W,W,18,6,5,12,-0.2,0.6,LDW,WWW,4,9,-1
3465,Fulham,Everton,2,1,H,3,4,5,10,1.2,0.6,W,L,L,L,W,L,7,5,5,2,-0.4,-1.2,WLL,LWL,3,3,0
3466,Arsenal,Wigan,4,0,H,13,3,8,8,1.2,0.6,L,L,W,L,L,L,4,11,5,-7,1,-1,LLW,LLL,3,0,0.6
3467,Aston Villa,Portsmouth,2,0,H,6,1,3,7,1.8,0,W,W,W,L,L,L,6,14,5,-8,0.6,-1.2,WWW,LLL,9,0,1.8
3468,Bolton,Stoke,1,1,D,5,3,7,4,0.6,1.4,W,L,L,W,D,L,13,12,5,1,-0.4,-0.2,WLL,WDL,3,4,-0.2
3469,Burnley,Sunderland,3,1,H,2,4,5,5,1.2,1.2,L,W,W,L,W,L,18,16,5,2,-0.6,-0.2,LWW,LWL,6,3,0.6
3470,Hull,Birmingham,0,1,A,5,2,12,4,0.666666667,0.666666667,L,D,W,L,L,D,17,18,6,-1,-1.166666667,-0.333333333,LDW,LLD,4,1,0.5
3471,West Ham,Liverpool,2,3,A,5,13,6,7,0.666666667,1.5,L,L,D,W,W,L,9,2,6,7,-0.166666667,1,LLD,WWL,1,6,-0.833333333
3472,Chelsea,Tottenham,3,0,H,12,12,3,7,2.5,2,W,W,W,L,W,W,3,8,6,-5,1.5,0.833333333,WWW,LWW,9,6,0.5
3473,Everton,Blackburn,3,0,H,7,4,10,8,1,0.666666667,W,L,W,L,W,D,5,15,6,-10,-0.5,-0.666666667,WLW,LWD,6,4,0.333333333
3474,Man United,Man City,4,3,H,11,11,3,6,2,2,W,W,W,L,W,W,1,10,6,-9,1.333333333,0.833333333,WWW,LWW,9,6,0.5
3475,Wolves,Fulham,2,1,H,3,4,7,7,0.666666667,1,L,D,L,L,W,L,18,7,6,11,-0.666666667,-0.5,LDL,LWL,1,3,-0.333333333
3476,Birmingham,Bolton,1,2,A,2,6,4,8,0.666666667,0.666666667,L,L,D,D,W,L,18,13,6,5,-0.333333333,-0.333333333,LLD,DWL,1,4,-0.5
3477,Blackburn,Aston Villa,2,1,H,4,8,8,3,0.666666667,2,L,W,D,W,W,W,15,6,6,9,-0.666666667,0.833333333,LWD,WWW,4,9,-0.833333333
3478,Fulham,Arsenal,0,1,A,4,17,7,8,1,1.5,L,W,L,W,L,L,7,4,6,3,-0.5,1.5,LWL,WLL,3,3,0
3479,Liverpool,Hull,6,1,H,13,5,7,12,1.5,0.666666667,W,W,L,L,D,W,2,17,6,-15,1,-1.166666667,WWL,LDW,6,4,0.333333333
3480,Portsmouth,Everton,0,1,A,3,8,12,10,0,1.285714286,L,L,L,W,W,L,14,5,7,9,-1.285714286,-0.285714286,LLL,WWL,0,6,-0.857142857
3481,Stoke,Man United,0,2,A,5,15,7,6,1.142857143,2.142857143,D,L,W,W,W,W,12,1,7,11,-0.285714286,1.285714286,DLW,WWW,4,9,-0.714285714
3482,Tottenham,Burnley,5,0,H,12,5,10,10,1.714285714,1.285714286,L,L,W,W,L,L,8,18,7,-10,0.285714286,-0.714285714,LLW,WLL,3,3,0
3483,Wigan,Chelsea,3,1,H,4,15,12,3,0.857142857,2.571428571,L,W,L,W,W,W,11,3,7,8,-1.142857143,1.714285714,LWL,WWW,3,9,-0.857142857
3484,Sunderland,Wolves,5,2,H,9,5,9,8,1.285714286,1,L,W,L,W,L,D,16,18,7,-2,0,-0.428571429,LWL,WLD,3,4,-0.142857143
3485,Man City,West Ham,3,1,H,14,6,7,9,2.142857143,0.571428571,W,L,W,L,L,L,10,9,7,1,1,-0.428571429,WLW,LLL,6,0,0.857142857
3486,Bolton,Tottenham,2,2,D,8,12,9,10,1,1.714285714,W,D,W,L,L,W,13,8,7,5,-0.142857143,0.285714286,WDW,LLW,7,3,0.571428571
3487,Burnley,Birmingham,2,1,H,5,3,10,4,1.285714286,1,W,L,L,W,L,L,18,18,7,0,-0.714285714,-0.142857143,WLL,WLL,3,3,0
3488,Hull,Wigan,2,1,H,5,4,13,12,0.571428571,0.857142857,L,L,D,L,W,L,17,11,7,6,-1.142857143,-1.142857143,LLD,LWL,1,3,-0.285714286
3489,Man United,Sunderland,2,2,D,15,9,6,9,2.142857143,1.285714286,W,W,W,L,W,L,1,16,7,-15,1.285714286,0,WWW,LWL,9,3,0.857142857
3490,Wolves,Portsmouth,0,1,A,7,3,13,13,0.875,0,L,W,L,L,L,L,18,14,8,4,-0.75,-1.25,LWL,LLL,3,0,0.375
3491,Arsenal,Blackburn,6,2,H,24,8,10,15,1.875,0.875,W,W,W,L,W,L,4,15,8,-11,1.75,-0.875,WWW,LWL,9,3,0.75
3492,Chelsea,Liverpool,2,0,H,16,22,6,10,2.25,1.875,L,W,W,W,W,W,3,2,8,1,1.25,1.5,LWW,WWW,6,9,-0.375
3493,Everton,Stoke,1,1,D,9,5,11,9,1.25,1,D,W,W,L,D,L,5,12,8,-7,-0.25,-0.5,DWW,LDL,7,1,0.75
3494,West Ham,Fulham,2,2,D,8,6,11,10,0.625,0.875,D,L,L,D,L,L,9,7,8,2,-0.375,-0.5,DLL,DLL,1,1,0
3495,Aston Villa,Man City,1,1,D,10,15,6,8,1.625,2,D,L,W,D,W,L,6,10,8,-4,0.5,0.875,DLW,DWL,4,4,0
3496,Arsenal,Birmingham,3,1,H,24,4,10,6,1.875,0.875,W,W,W,L,W,L,4,18,8,-14,1.75,-0.25,WWW,LWL,9,3,0.75
3497,Aston Villa,Chelsea,2,1,H,10,16,6,6,1.625,2.25,D,L,W,L,W,W,6,3,8,3,0.5,1.25,DLW,LWW,4,6,-0.25
3498,Everton,Wolves,1,1,D,9,7,11,13,1.25,0.875,D,W,W,L,W,L,5,18,8,-13,-0.25,-0.75,DWW,LWL,7,3,0.5
3499,Man United,Bolton,2,1,H,17,10,6,11,2.25,1,W,W,W,D,W,D,1,13,8,-12,1.375,-0.125,WWW,DWD,9,5,0.5
3500,Portsmouth,Tottenham,1,2,A,4,19,13,12,0.333333333,1.777777778,W,L,L,D,W,L,14,8,9,6,-1,0.777777778,WLL,DWL,3,4,-0.111111111
3501,Stoke,West Ham,2,1,H,6,9,10,13,1,0.555555556,D,L,D,L,D,L,12,9,9,3,-0.444444444,-0.444444444,DLD,LDL,2,1,0.111111111
3502,Sunderland,Liverpool,1,0,H,16,22,13,12,1.444444444,1.666666667,D,W,L,L,W,W,16,2,9,14,0.333333333,1.111111111,DWL,LWW,4,6,-0.222222222
3503,Blackburn,Burnley,3,2,H,11,7,17,16,1.111111111,1.333333333,W,L,W,W,L,W,15,18,9,-3,-0.666666667,-1,WLW,WLW,6,6,0
3504,Wigan,Man City,1,1,D,8,16,15,9,1,1.888888889,L,W,L,D,D,W,11,10,9,1,-0.777777778,0.777777778,LWL,DDW,3,5,-0.222222222
3505,Fulham,Hull,2,0,H,8,8,10,20,1.111111111,0.777777778,W,D,L,W,L,L,7,17,9,-10,-0.222222222,-1.333333333,WDL,WLL,4,3,0.111111111
3506,Birmingham,Sunderland,2,1,H,5,16,8,13,0.777777778,1.444444444,L,L,W,D,W,L,18,16,9,2,-0.333333333,0.333333333,LLW,DWL,3,4,-0.111111111
3507,Burnley,Wigan,1,3,A,7,8,16,15,1.333333333,1,W,L,W,L,W,L,18,11,9,7,-1,-0.777777778,WLW,LWL,6,3,0.333333333
3508,Chelsea,Blackburn,5,0,H,18,11,6,17,2.333333333,1.111111111,W,L,W,W,L,W,3,15,9,-12,1.333333333,-0.666666667,WLW,WLW,6,6,0
3509,Hull,Portsmouth,0,0,D,8,4,20,13,0.777777778,0.333333333,W,L,L,W,L,L,17,14,9,3,-1.333333333,-1,WLL,WLL,3,3,0
3510,Tottenham,Stoke,0,1,A,21,8,13,11,1.9,1.2,W,D,W,W,D,L,8,12,10,-4,0.8,-0.3,WDW,WDL,7,4,0.3
3511,Wolves,Aston Villa,1,1,D,8,13,15,8,0.8,1.7,D,L,L,D,W,D,18,6,10,12,-0.7,0.5,DLL,DWD,1,5,-0.4
3512,Bolton,Everton,3,2,H,14,12,15,15,1.1,1.1,W,L,D,L,D,D,13,5,10,8,-0.1,-0.3,WLD,LDD,4,2,0.2
3513,Liverpool,Man United,2,0,H,22,21,13,9,1.5,2.2,L,L,W,W,D,W,2,1,10,1,0.9,1.2,LLW,WDW,3,7,-0.4
3514,Man City,Fulham,2,2,D,18,10,11,12,1.8,1.1,D,D,D,D,W,D,10,7,10,3,0.7,-0.2,DDD,DWD,3,5,-0.2
3515,West Ham,Arsenal,2,2,D,11,29,15,13,0.6,1.9,D,L,D,D,W,W,9,4,10,5,-0.4,1.6,DLD,DWW,2,7,-0.5
3516,Arsenal,Tottenham,3,0,H,29,21,13,13,1.9,1.9,D,W,W,W,D,W,4,8,10,-4,1.6,0.8,DWW,WDW,7,7,0
3517,Bolton,Chelsea,0,4,A,14,19,15,8,1.1,2.1,W,L,D,L,W,L,13,3,10,10,-0.1,1.1,WLD,LWL,4,3,0.1
3518,Burnley,Hull,2,0,H,9,8,19,22,1.2,0.7,L,W,L,L,W,L,18,17,10,1,-1,-1.4,LWL,LWL,3,3,0
3519,Everton,Aston Villa,1,1,D,12,13,15,8,1.1,1.7,L,D,D,D,W,D,5,6,10,-1,-0.3,0.5,LDD,DWD,2,5,-0.3
3520,Fulham,Liverpool,3,1,H,13,24,13,13,1.272727273,1.636363636,W,D,W,W,L,L,7,2,11,5,0,1,WDW,WLL,7,3,0.363636364
3521,Man United,Blackburn,2,0,H,21,11,11,24,2,0.909090909,L,W,D,L,L,W,1,15,11,-14,0.909090909,-1.181818182,LWD,LLW,4,3,0.090909091
3522,Portsmouth,Wigan,4,0,H,5,12,15,17,0.363636364,1.181818182,D,L,W,W,D,L,14,11,11,3,-0.909090909,-0.454545455,DLW,WDL,4,4,0
3523,Stoke,Wolves,2,2,D,9,9,11,16,1.363636364,0.818181818,W,W,D,D,D,L,12,18,11,-6,-0.181818182,-0.636363636,WWD,DDL,7,2,0.454545455
3524,Sunderland,West Ham,2,2,D,18,13,15,17,1.454545455,0.636363636,L,W,D,D,D,L,16,9,11,7,0.272727273,-0.363636364,LWD,DDL,4,2,0.181818182
3525,Birmingham,Man City,0,0,D,8,18,12,11,0.909090909,1.727272727,W,L,L,D,D,D,18,10,11,8,-0.363636364,0.636363636,WLL,DDD,3,3,0
3526,West Ham,Aston Villa,2,1,H,13,14,17,9,0.636363636,1.636363636,D,D,L,D,D,W,9,6,11,3,-0.363636364,0.454545455,DDL,DDW,2,5,-0.272727273
3527,Aston Villa,Bolton,5,1,H,14,14,9,19,1.636363636,1,D,D,W,L,W,L,6,13,11,-7,0.454545455,-0.454545455,DDW,LWL,5,3,0.181818182
3528,Blackburn,Portsmouth,3,1,H,11,5,24,15,0.909090909,0.363636364,L,L,W,D,L,W,15,14,11,1,-1.181818182,-0.909090909,LLW,DLW,3,4,-0.090909091
3529,Man City,Burnley,3,3,D,18,10,11,22,1.727272727,1.090909091,D,D,D,L,L,W,10,18,11,-8,0.636363636,-1.090909091,DDD,LLW,3,3,0
3530,Tottenham,Sunderland,2,0,H,21,20,17,17,1.583333333,1.416666667,L,L,W,D,L,W,8,16,12,-8,0.333333333,0.25,LLW,DLW,3,4,-0.083333333
3531,Wolves,Arsenal,1,4,A,11,36,18,14,0.833333333,2.083333333,D,D,D,W,W,D,18,4,12,14,-0.583333333,1.833333333,DDD,WWD,3,7,-0.333333333
3532,Chelsea,Man United,1,0,H,28,23,8,11,2.25,2.083333333,W,W,L,W,L,W,3,1,12,2,1.666666667,1,WWL,WLW,6,6,0
3533,Hull,Stoke,2,1,H,8,11,24,13,0.666666667,1.333333333,L,D,L,D,W,W,17,12,12,5,-1.333333333,-0.166666667,LDL,DWW,1,7,-0.5
3534,West Ham,Everton,1,2,A,15,15,18,17,0.833333333,1.25,W,D,D,W,D,L,9,5,12,4,-0.25,-0.166666667,WDD,WDL,5,4,0.083333333
3535,Wigan,Fulham,1,1,D,12,14,21,14,1.083333333,1.25,L,W,D,D,W,D,11,7,12,4,-0.75,0,LWD,DWD,4,5,-0.083333333
3536,Liverpool,Birmingham,2,2,D,25,8,16,12,1.5,0.916666667,L,W,L,D,W,L,2,18,12,-16,0.75,-0.333333333,LWL,DWL,3,4,-0.083333333
3537,Birmingham,Fulham,1,0,H,8,14,12,14,0.916666667,1.25,D,W,L,D,W,D,18,7,12,11,-0.333333333,0,DWL,DWD,4,5,-0.083333333
3538,Burnley,Aston Villa,1,1,D,12,15,22,11,1.25,1.5,W,L,L,L,D,D,18,6,12,12,-0.833333333,0.333333333,WLL,LDD,3,2,0.083333333
3539,Chelsea,Wolves,4,0,H,28,11,8,18,2.25,0.833333333,W,W,L,D,D,D,3,18,12,-15,1.666666667,-0.583333333,WWL,DDD,6,3,0.25
3540,Hull,West Ham,3,3,D,10,16,25,20,0.846153846,0.769230769,W,L,D,L,W,D,17,9,13,8,-1.153846154,-0.307692308,WLD,LWD,4,4,0
3541,Liverpool,Man City,2,2,D,27,23,18,16,1.461538462,1.615384615,D,L,W,D,D,D,2,10,13,-8,0.692307692,0.538461538,DLW,DDD,4,3,0.076923077
3542,Man United,Everton,3,0,H,23,15,12,20,1.923076923,1.153846154,L,W,L,L,W,D,1,5,13,-4,0.846153846,-0.384615385,LWL,LWD,3,4,-0.076923077
3543,Sunderland,Arsenal,1,0,H,20,36,19,15,1.307692308,1.923076923,L,D,L,L,W,W,16,4,13,12,0.076923077,1.615384615,LDL,LWW,1,6,-0.384615385
3544,Bolton,Blackburn,0,2,A,15,16,26,25,0.846153846,1.230769231,L,L,L,W,W,L,13,15,13,-2,-0.846153846,-0.692307692,LLL,WWL,0,6,-0.461538462
3545,Stoke,Portsmouth,1,0,H,12,10,15,18,1.230769231,0.538461538,L,D,W,L,W,D,12,14,13,-2,-0.230769231,-0.615384615,LDW,LWD,4,4,0
3546,Tottenham,Wigan,9,1,H,23,13,17,22,1.692307692,1.076923077,W,L,L,D,L,W,8,11,13,-3,0.461538462,-0.692307692,WLL,DLW,3,4,-0.076923077
3547,Fulham,Blackburn,3,0,H,14,16,15,25,1.153846154,1.230769231,L,D,W,W,W,L,7,15,13,-8,-0.076923077,-0.692307692,LDW,WWL,4,6,-0.153846154
3548,Hull,Everton,3,2,H,10,15,25,20,0.846153846,1.153846154,W,L,D,L,W,D,17,5,13,12,-1.153846154,-0.384615385,WLD,LWD,4,4,0
